X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228
4/29/2020 18:44,4/29/2020 20:38,68.35.252.225,100,6862,1,4/29/2020 20:38,R_3hbTYshCkdtKNdO,30.41700745,-84.18499756,anonymous,LD12A,27,2,4,,3,3,1,2,,6,2,2,,2,2,,,1,2,5,Turtles,1,1,1,2,187,Florida,2,African-American,2,,2,,2,4,2,3,2,3,3,7,4,3,3,3,3,3,1,6,4,2,2,4,4,2,4,4,4,3,3,2,4,3.375,14,9,1,22,am,,4,7,2,am,,5,0,3,3,0,0,2,0,0,1,None,0,0,0,1,2,0,45,45,5,0,40,160,3,3,1,14,148,6,8,0,2400,2,1,1,3,3,2,2,3,3,2,2,2,2,1,1,3,3,3,3,3,3,2,2,3,3,4,3,1,1,1,31,2,1,3,4.5,3.5,4,2,3,21,48,13.5,35,52,0,60,0,0,11,83,0,89,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,77,76,12,8,35,35,11,120,0,-69,8,343,-246,-169,87,0,64,0,73,0,224,0,72,0,30,13,42,0,144,13,60,90,,0,2,#DIV/0!,#DIV/0!,9,1,0,0,0,
4/30/2020 9:11,4/30/2020 9:24,66.24.80.114,100,760,1,4/30/2020 9:24,R_3qJuIHIDdMEabwh,42.07550049,-76.0089035,anonymous,ve03e,25,1,2,,2,2,2,1,,6,2,1,2,2,2,,,2,,,,1,1,2,,187,New York,3,American,2,,2,,2,4,2,3,1,3,2,7,2,4,3,4,2,4,2,9,4,2,2,4,1,2,4,2,2,3,3,3,3,2.375,7,10,11,30,PM,,30,8,45,AM,,7,3,1,1,1,1,1,1,1,1,once a week due to stress,0,0,2,1,7,0,45,270,1,,,0,4,8,0,10,70,6,9,0,2700,3,1,1,3,3,1,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,31,4,1,5,9,6,2,2,3,60,12,45,81,39,71,38,18,32,72,76,50,60,82,36,76,61,19,87,28,0,16,90,53,43,66,30,19,16,24,45,63,19,326,254,214,272,95,111,217,944,960,58,45,50,22,26,5,134,72,35,75,9,56,17,47,61,178,28,71,,2,1,#DIV/0!,#DIV/0!,8,1,0,2,1,
4/30/2020 9:18,4/30/2020 9:32,104.229.183.137,100,887,1,4/30/2020 9:32,R_3OlcRVWsnC8xuA3,44.66110229,-74.97080231,anonymous,Cash,24,1,2,,2,FALSE,FALSE,1,,5,1,1,3,2,2,,,2,,,,5,5,2,,187,New York,4,U.S.,2,,2,,2,4,2,4,2,4,1,9,2,4,2,4,1,4,1,9,1,3,5,1,5,2,4,4,4,1,5,2,4,3.25,16,10,9,30,PM,,30,6,0,AM,,8,1,2,0,0,0,1,1,0,1,No trouble falling asleep,0,0,1,1,2,4,0,240,4,1,0,180,4,6,0,30,150,8,10,0,4200,4,3,3,2,2,2,2,2,2,3,3,1,1,3,3,2,2,2,2,3,3,3,3,2,2,3,3,1,1,2,31,1,1,4,8,2,1,4,3,32,9,32,36,60,66,72,5,4,16,34,6,82,6,8,36,46,5,37,42,5,28,36,3,3,7,4,20,55,56,25,17,50,121,72,157,140,-24,31,294,172,227,66,6,7,27,62,22,135,55,60,33,10,47,54,45,124,125,69,44,,2,0,#DIV/0!,#DIV/0!,5,1,0,1,1,
4/30/2020 9:17,4/30/2020 9:37,73.106.220.89,100,1233,1,4/30/2020 9:37,R_3MAV2ohNEsbvHIq,33.39019775,-84.47480011,anonymous,TB,48,1,1,,1,1,1,1,,6,1,1,1,2,1,3,"20, 13, 3",2,,,,1,1,1,2,187,Ga,3,Israelite,2,,2,,2,3,3,3,3,2,3,5,6,2,3,3,3,2,3,4,6,3,2,4,4,2,4,3,4,2,4,2,4,3.375,14,8,2,0,AM,,20,8,0,AM,,6,0,0,2,0,0,0,0,0,2,None,0,2,2,1,1,,,0,1,,,0,1,2,0,30,30,8,6,0,2520,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,26,1,1,5,0,0,3,3,3,0,18,0,10,13,45,48,3,8,9,28,4,34,3,0,47,21,4,3,3,10,3,9,3,79,7,3,8,34,26,19,9,21,30,22,65,181,-9,25,157,132,166,24,22,31,20,29,26,84,68,29,26,30,34,26,31,85,91,26,30,,1,1,#DIV/0!,#DIV/0!,4,1,0,4,2,
4/30/2020 9:42,4/30/2020 10:38,99.171.73.127,100,3354,1,4/30/2020 10:38,R_3HHRCgZDvp92gNL,30.94590759,-83.24960327,anonymous,AJ12B,42,2,3,,4,4,2,2,,6,1,1,1,2,1,3,"22,20,15",2,,,,1,1,2,,187,Georgia,2,American,1,,1,5,2,4,2,3,2,4,3,8,4,4,3,3,2,4,2,8,4,2,3,3,3,1,5,3,3,3,3,2,4,3,11,9,11,0,pm,,60,9,0,am,,8,1,2,2,0,0,1,1,0,0,couldn't get comfortable twice,0,0,1,0,8,2,30,1050,8,0,30,210,4,,0,45,#VALUE!,8,5,0,2100,2,2,2,3,3,2,2,2,2,3,3,1,1,1,1,3,3,3,3,2,2,2,2,3,3,3,3,1,1,2,30,2,1,1,2,1,2,3,3,3,36,2,8,12,6,0,0,14,17,88,12,42,0,0,16,25,4,0,0,0,0,0,0,0,4,0,0,15,73,11,8,39,22,21,60,26,-7,8,242,-120,-105,93,4,54,0,58,3,205,7,81,0,30,1,35,0,146,1,49,80,,3,0,#DIV/0!,#DIV/0!,6,1,0,1,1,
4/30/2020 16:48,4/30/2020 17:00,90.169.220.87,100,700,1,4/30/2020 17:00,R_2uBDp8fjFHPXehg,40.41430664,-3.701599121,anonymous,DC22A,26,2,4,,3,3,1,2,,6,1,1,1,2,2,,,1,1,1,,1,1,1,1,163,,1,Spanish ,2,,1,4,2,3,3,2,3,2,3,4,6,4,3,4,3,2,3,7,6,4,3,3,3,1,5,4,4,2,4,1,5,3.625,15,7,2,0,Am,,40,11,0,Am,,8,2,1,2,1,1,3,1,3,1,Thinking about my job situation,0,0,2,1,5,0,20,80,1,,,0,3,7,0,20,120,8,9,0,3780,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,4,37,0,1,1,8,6,5,4,3,24,90,8,42,52,65,31,44,0,62,10,24,0,11,35,33,20,65,32,69,20,40,22,61,9,28,2,3,100,0,16,29,4,131,268,115,175,-5,95,45,639,739,51,42,56,71,27,54,134,167,51,76,38,52,42,62,131,190,55,52,,2,0,#DIV/0!,#DIV/0!,13,2,0,2,1,
4/30/2020 18:15,4/30/2020 18:28,98.117.39.6,100,728,1,4/30/2020 18:28,R_2dyeW1YZszyrxNX,39.43319702,-76.65460205,anonymous,Hs16n,31,2,4,,4,4,2,2,,5,1,1,1,2,2,,,1,3,"1,5",snake,1,1,2,,187,MD,3,American,1,,2,,2,2,4,3,4,3,3,5,8,3,2,3,2,4,2,7,3,1,3,3,1,1,5,3,5,1,5,2,4,2.875,10,7,2,0,am,,15,9,0,am,,6.5,2,3,3,2,2,1,0,1,0,NA,0,0,3,1,1,,,0,1,,,0,1,2,0,25,25,8,12,0,5040,4,3,3,2,2,2,2,1,1,2,2,2,2,3,3,2,2,3,3,3,3,1,1,2,2,2,2,1,1,2,28,2,1,5,8,4,2,4,1,80,4,40,57,77,100,11,42,8,31,0,10,3,0,72,83,27,60,70,0,83,89,86,8,100,46,14,42,35,21,0,12,22,293,99,156,418,116,151,57,1025,1060,0,0,8,89,19,14,27,103,54,42,16,12,34,15,104,69,48,8,,1,1,#DIV/0!,#DIV/0!,12,2,0,3,2,
4/30/2020 21:30,4/30/2020 21:49,75.76.203.9,100,1085,1,4/30/2020 21:49,R_tXadKHY8HhCV6Sd,33.47239685,-82.08889771,anonymous,TW23N,40,2,3,,3,3,1,2,,5,1,1,1,2,1,3,"20, 17, 11",1,2,5,RABBITS,1,1,1,1,187,GEORGIA,2,AMERICAN,2,,1,4,1,3,3,3,3,4,3,7,6,2,4,2,4,3,4,4,9,3,1,5,4,1,5,5,4,2,4,1,5,4,16,5,11,0,PM,,15,7,0,A,,7,0,1,1,0,1,2,2,1,2,NO,0,0,0,0,4,1,0,180,4,2,0,360,4,5,3,0,720,1,,,#VALUE!,#VALUE!,3,3,3,3,2,2,2,2,3,3,2,2,1,1,3,3,2,2,3,3,2,2,3,3,3,3,1,1,2,32,1,1,4,9,4,1,3,3,48,9,36,17,19,54,51,1,0,4,82,98,59,1,6,25,73,19,3,2,3,35,7,2,43,61,100,7,40,18,1,85,2,33,28,198,218,149,189,212,414,454,53,47,6,24,54,38,113,109,41,67,6,79,15,96,62,242,14,76,,0,1,#DIV/0!,#DIV/0!,10,2,0,0,0,
5/1/2020 8:04,5/1/2020 8:47,66.117.193.162,100,2604,1,5/1/2020 8:47,R_27lYMsGmltsiTEB,39.06970215,-84.29160309,anonymous,EJ23E,56,1,1,,2,2,2,1,,5,1,1,1,2,1,2,"26, 24",1,1,1,,1,1,2,,187,Virginia,3,American,1,2,2,,2,3,3,2,3,2,3,4,6,4,2,3,3,4,3,8,5,3,2,4,1,3,3,1,1,4,2,3,3,2.125,6,12,11,0,PM,,10,7,0,AM,,8,0,2,3,0,0,0,0,0,0,None,0,0,3,1,1,,,0,1,,,0,1,4,0,20,60,8,12,0,5040,4,1,1,3,3,1,1,1,1,2,2,2,2,1,1,3,3,3,3,1,1,2,2,2,2,3,3,1,1,1,25,5,2,5,10,10,2,4,3,200,12,50,77,15,53,20,1,1,1,20,1,32,1,1,32,25,25,1,1,1,37,1,1,24,24,1,13,33,12,5,29,29,81,29,59,170,-1,32,113,225,258,20,60,13,28,13,32,46,120,70,19,20,21,27,12,117,52,77,62,,0,0,#DIV/0!,#DIV/0!,5,1,0,3,2,
5/1/2020 23:17,5/1/2020 23:30,66.232.242.18,100,762,1,5/1/2020 23:30,R_A7jghhfGprfzY3f,41.36250305,-72.04489899,anonymous,re7n,21,2,4,,3,3,1,2,,3,4,1,2,2,2,,,2,,,,5,3,1,2,187,Connecticut,2,American,2,,2,,2,2,2,2,2,3,3,4,4,1,3,2,3,1,3,1,6,1,4,2,1,5,1,1,1,3,3,4,2,1.25,4,16,3,0,AM,,15,12,0,PM,,9,2,1,0,0,0,2,0,0,0,Often have trouble falling asleep because I'm used to using the phone in bed,0,2,3,2,3,0,20,40,1,,,0,2,6,2,0,600,8,21,0,8820,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,2,2,3,3,1,2,3,25,6,2,4,4,3,2,3,2,36,12,16,13,27,92,5,47,0,91,31,2,0,100,73,12,90,100,76,25,56,73,17,100,100,100,0,14,0,0,73,30,0,179,416,206,377,133,133,36,1275,1275,13,72,10,75,8,46,31,193,44,90,59,59,4,100,107,249,4,0,,1,0,#DIV/0!,#DIV/0!,3,1,0,5,3,
5/2/2020 10:16,5/2/2020 10:33,76.108.192.107,100,1033,1,5/2/2020 10:33,R_2frdyuekzw6nx29,26.59910583,-80.12840271,anonymous,HE03A,51,2,3,,3,3,1,2,,6,3,1,2,2,1,1,17,1,2,2,,1,1,1,1,187,FL,1,USA,2,,2,,2,3,3,3,3,3,3,6,6,3,3,3,3,3,3,6,6,3,2,4,3,1,5,4,4,3,3,2,4,3.5,14,8,11,30,Pm,,30,6,0,Am,,6,2,3,3,0,0,2,1,1,3,Caffeine too late or worrying twice,2,0,3,2,4,0,30,90,4,2,0,360,4,4,3,0,540,8,10,0,4200,4,3,3,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,4,3,1,1,1,36,0,1,3,12.5,6,10,3,3,54,120,37.5,18,20,76,45,4,5,29,5,31,22,3,24,76,50,16,14,51,27,75,10,12,50,32,3,1,35,18,6,4,5,71,111,108,309,3,38,95,507,542,16,63,18,67,9,71,43,201,33,37,36,36,31,28,100,101,48,17,,2,1,#DIV/0!,#DIV/0!,13,2,2,3,2,
5/2/2020 21:08,5/2/2020 21:25,98.22.153.25,100,1005,1,5/2/2020 21:25,R_31WRKiwA0aa1wGX,35.99279785,-95.81520081,anonymous,CH28A,35,1,1,,1,1,1,1,,7,1,1,1,2,1,1,3 yrs old,2,,,,1,1,1,2,187,Oklahoma,3,African American,2,,1,5,2,3,2,3,2,3,2,6,3,3,2,3,2,3,2,6,3,2,4,2,4,1,5,4,3,1,5,1,5,3.25,13,7,10,45,PM,,5,6,30,AM,,7.5,2,3,2,0,0,0,0,0,0,NA,0,0,1,1,6,2,0,600,6,2,0,600,4,6,1,0,300,8,4,0,1680,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,3,3,1,1,1,31,0,1,5,5,2,2,3,3,30,12,25,50,3,21,51,37,1,44,70,1,57,1,1,19,1,21,1,1,1,1,30,1,1,1,1,1,1,37,1,1,38,83,68,7,43,39,40,253,-13,-12,66,1,53,1,56,1,175,3,55,15,28,1,8,1,91,17,11,64,,0,0,#DIV/0!,#DIV/0!,5,1,0,1,1,
5/3/2020 11:04,5/3/2020 11:14,75.67.245.221,100,625,1,5/3/2020 11:14,R_bPJEGQaz82QlwS5,42.76679993,-71.40820313,anonymous,AS22Y,23,2,4,,4,4,2,2,,5,1,1,"1,2",2,2,,,1,1,1,,1,1,2,,187,New Hampshire,3,USA,2,,1,7,2,3,4,2,4,2,4,4,9,2,3,1,5,2,5,2,10,1,3,3,3,1,5,3,2,2,4,1,5,2.875,9,7,10,30,Pm,,25,7,0,Am,,8,2,3,3,0,0,0,0,2,1,Anxiety ,1,0,2,2,6,0,45,225,6,1,0,300,4,5,0,15,60,8,8,30,3570,4,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,1,1,3,3,3,3,1,1,1,25,6,2,5,10,9,1,5,2,225,4,50,62,21,92,29,38,42,64,21,42,22,50,76,71,52,38,89,36,35,68,100,46,58,29,13,11,67,10,8,1,6,369,234,134,318,20,87,88,987,1054,54,77,13,15,19,63,86,155,37,19,26,25,26,29,89,73,47,35,,1,0,#DIV/0!,#DIV/0!,9,1,1,2,1,
5/3/2020 11:16,5/3/2020 11:25,99.228.9.126,100,560,1,5/3/2020 11:25,R_3qkEIu5b6dsDmLW,43.85029602,-79.51280212,anonymous,AM28X,16,1,2,,2,FALSE,FALSE,1,,1,2,1,2,2,2,,,2,,,,5,5,2,,31,,3,,2,,2,,2,4,3,2,2,2,2,5,4,4,2,4,1,4,1,9,1,2,2,4,1,4,2,2,2,4,2,5,1,1.875,7,15,4,0,AM,,10,11,30,AM,,7,0,1,1,0,0,0,0,0,0,None,0,0,2,1,3,0,45,90,4,1,0,180,4,6,2,0,600,8,5,0,2100,2,1,1,4,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,30,1,1,5,0.5,0.5,0.5,2,2,5,2,2.5,30,43,29,61,49,23,51,39,46,52,10,13,18,25,6,10,31,10,8,11,6,28,9,17,14,31,16,21,4,34,87,104,149,92,49,80,202,279,310,69,36,50,18,42,22,161,76,87,43,47,42,52,34,186,119,50,36,,0,1,#DIV/0!,#DIV/0!,2,1,0,2,1,
5/3/2020 18:25,5/3/2020 18:40,71.10.74.68,100,898,1,5/3/2020 18:40,R_1PdiixSsssVEGyE,45.31340027,-93.5809021,anonymous,WB17E,29,2,4,,3,FALSE,FALSE,2,,3,1,1,1,2,2,,,1,3,"1,2",,1,2,1,2,187,Mn,3,White,2,,2,,2,4,2,3,2,4,2,8,3,5,2,3,2,5,1,10,2,1,3,3,1,1,5,2,3,4,2,2,4,2.5,7,10,11,0,Pm,,10,7,0,Am,,7,2,1,0,2,0,2,2,1,0,NA,0,0,2,1,6,1,0,300,,7,0,#VALUE!,#VALUE!,,0,30,#VALUE!,8,8,0,3360,4,1,1,2,2,3,3,2,2,3,3,1,1,2,2,3,3,2,2,2,2,1,1,3,3,3,3,1,1,1,28,3,1,0,0,2,2,3,3,0,42,0,75,14,39,44,68,42,50,80,53,70,11,29,38,100,51,51,50,10,52,81,27,81,50,30,9,48,48,22,42,15,278,189,198,260,102,150,257,770,818,55,55,57,78,44,74,156,207,57,54,56,77,56,57,169,188,47,69,,0,1,#DIV/0!,#DIV/0!,8,1,0,2,1,
5/3/2020 19:33,5/3/2020 19:47,73.169.34.28,100,843,1,5/3/2020 19:47,R_OCeGGVKld8Thfr3,39.86929321,-105.0036011,anonymous,MR06R,20,2,4,,3,FALSE,FALSE,4,Non-binary,3,1,1,"1,3",2,2,,,1,2,"1,2",,1,7,1,2,187,Colorado,4,American,1,,2,,2,3,4,3,5,2,4,5,10,3,4,3,5,2,5,5,11,3,4,2,1,2,4,3,2,3,3,2,4,2.5,9,11,12,30,Am,,30,6,30,Am,,4.5,3,3,0,2,0,2,3,3,3,NA,0,2,3,2,1,,,0,1,,,0,1,4,0,15,45,8,10,30,4410,4,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,2,2,2,2,3,3,1,2,4,27,2,1,5,8,6.5,2,3,3,97.5,12,40,88,82,100,31,25,83,41,5,23,10,47,86,85,84,89,28,69,17,86,100,19,79,65,11,3,1,6,31,56,5,385,265,223,415,108,109,57,1339,1340,16,69,11,86,16,97,43,252,10,82,11,94,11,84,32,260,38,31,,2,2,#DIV/0!,#DIV/0!,16,2,0,5,3,
4/14/2020 10:20,4/14/2020 10:39,65.96.203.212,98,1130,0,4/21/2020 10:39,R_1gMdZVNPuxW9CTt,,,anonymous,KE16A,20,2,4,,4,FALSE,FALSE,2,,2,1,1,2,2,2,,,1,1,1,,5,5,2,,187,New Hampshire,5,American,2,,2,,2,2,4,2,4,2,4,3,9,3,4,2,3,2,4,4,8,4,1,5,4,1,5,4,5,1,5,1,5,4.125,17,4,11,0,PM,,20,6,30,AM,,7,2,0,0,0,0,0,2,0,0,No other reasons that I can think of,0,1,2,,1,,,0,4,0,30,90,2,8,1,0,420,8,8,0,3360,4,2,2,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,3,3,2,2,1,1,3,29,2,1,5,8,10,6,4,3,200,36,40,48,68,79,43,20,6,64,16,67,17,4,70,32,46,69,76,100,33,77,100,34,49,55,39,25,44,13,36,19,20,300,271,242,292,67,111,109,1063,1107,28,80,20,100,32,100,80,280,49,43,52,83,34,60,135,186,33,19,,1,1,#DIV/0!,#DIV/0!,2,1,0,3,2,
4/16/2020 19:32,4/16/2020 20:04,172.101.130.41,98,1930,0,4/23/2020 20:05,R_2dHlQhy96UN5m1s,,,anonymous,Mc11a,48,2,3,,4,4,2,2,,5,1,1,"1,2,3",2,1,3,"12,18,24",1,10,"1,4,5",reptile,1,1,2,,187,NY,3,American ,1,,2,,2,3,3,2,3,2,3,4,6,4,3,3,3,4,3,8,6,4,3,3,4,1,5,4,4,2,4,2,4,3.625,16,8,11,30,pm,,20,8,0,am,,6,3,3,0,0,0,0,1,0,0,stress at work four times per week,3,0,2,,1,,,0,3,1,30,180,3,6,3,30,1050,8,10,30,4410,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,1,1,2,36,0,1,7,8,8,8,4,4,224,0,56,91,77,97,33,38,31,69,12,82,17,80,81,85,90,89,88,31,65,87,87,86,39,41,87,88,60,46,84,58,21,378,355,421,349,188,248,129,1562,1622,33,85,32,91,27,92,92,268,68,79,56,86,64,88,188,253,60,44,,1,1,#DIV/0!,#DIV/0!,4,1,3,2,1,
4/19/2020 12:17,4/19/2020 12:32,172.58.108.144,98,913,0,4/26/2020 12:32,R_3HB1ec9zsHyoB3e,,,anonymous,HH17T,25,2,4,,4,FALSE,FALSE,2,,3,4,1,"1,2",1,2,,,1,,1,,3,7,2,,187,,3,White,2,,2,,2,3,3,2,3,3,2,5,5,3,3,3,3,2,2,5,5,2,3,3,3,2,4,2,3,4,2,3,3,2.625,10,12,11,0,Pm,,20,7,0,Am,,7,2,2,2,1,0,1,2,1,0,Anxiety will keep me up atleast once a week,0,0,2,,1,,,0,4,2,0,360,4,8,0,30,210,8,5,0,2100,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,1,2,27,1,1,0,7,0,1,2,3,0,21,0,52,40,33,38,23,18,67,47,56,44,53,46,41,43,41,35,21,39,36,62,28,23,19,7,5,62,47,14,64,38,213,210,158,152,71,133,214,590,652,64,33,54,23,31,30,149,86,49,33,40,28,59,22,148,83,36,77,,1,1,#DIV/0!,#DIV/0!,9,1,0,2,1,
4/23/2020 7:02,4/23/2020 7:22,67.242.117.60,98,1180,0,4/30/2020 7:22,R_BzVJPgUBWsDf6N3,,,anonymous,NN22N,53,1,1,,2,FALSE,FALSE,1,,4,1,1,1,1,1,2,"19, 15",2,,,,1,2,2,,187,New York,5,United States,1,2,1,5,2,4,3,3,3,3,3,7,6,4,2,3,2,3,2,7,3,2,3,3,2,2,4,2,3,2,4,2,4,2.625,9,9,9,0,PM,,60,4,30,AM,,5,3,3,2,1,3,1,1,0,0,I feel restless perhaps twice a week,0,0,3,,3,0,20,40,2,1,0,60,2,3,1,0,120,8,3,0,1260,1,1,1,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1,3,3,3,3,1,1,2,28,2,1,1,2,0,2,3,3,0,36,2,50,41,52,41,18,18,18,53,53,42,3,51,44,53,23,23,35,24,35,49,22,39,30,5,12,51,24,42,5,33,191,101,201,200,1,52,193,501,552,51,62,51,52,52,57,154,171,59,40,53,41,54,43,166,124,61,62,,3,2,#DIV/0!,#DIV/0!,11,2,0,3,2,
4/17/2020 10:29,4/17/2020 10:41,198.111.181.109,97,707,0,4/24/2020 10:41,R_1g1M5UGvgZP3Bam,,,anonymous,Nn01p,45,2,3,,3,3,1,2,,4,1,1,1,2,1,1,21,1,1,1,,1,1,1,1,187,Michigan ,1,American ,2,,1,"5,7",2,4,3,3,2,4,2,8,4,4,2,3,2,3,2,7,3,1,4,2,5,1,5,3,1,4,2,1,5,2.875,10,10,8,30,Pm,,30,4,40,Am,,8,0,0,0,0,3,2,2,0,0,None,0,0,0,,5,0,30,120,3,0,30,60,FALSE,8,0,30,210,6,8,0,2400,2,3,3,4,3,4,3,4,3,4,3,4,3,1,1,3,3,3,3,2,2,1,1,2,2,1,1,1,1,1,31,3,1,5,8,5,3,3,3,75,18,40,49,90,36,77,14,14,39,88,27,83,16,16,15,50,17,11,29,8,13,13,12,6,16,9,90,54,60,7,11,64,103,113,264,86,-12,42,372,182,236,76,13,78,14,76,11,230,38,50,12,60,10,47,12,157,34,89,85,,1,0,#DIV/0!,#DIV/0!,7,1,0,0,0,
4/17/2020 22:42,4/17/2020 22:52,172.101.153.87,97,640,0,4/24/2020 22:52,R_2Cj5C4P2XYsEHyr,,,anonymous,TH716B,22,2,4,,4,FALSE,FALSE,2,,5,1,2,,2,2,,,1,1,4,,5,5,2,,187,ny,2,,2,,2,,2,4,3,4,3,3,3,8,6,4,3,4,3,4,3,9,6,1,1,5,2,1,5,2,3,2,4,1,5,3,8,5,12,0,am,,90,11,0,am,,7,3,2,0,0,0,0,0,0,0,na,2,0,3,,1,,,0,1,,,0,1,2,0,30,30,6,12,0,3600,4,2,2,4,3,2,2,2,2,1,1,3,3,3,3,3,3,3,3,2,2,1,1,2,2,3,3,1,1,2,30,2,1,7,10,10,0,3,1,210,0,70,51,39,17,17,0,1,89,73,97,50,0,88,83,83,84,89,88,88,88,90,89,90,89,0,54,14,0,85,71,0,319,350,358,367,145,159,140,1399,1413,17,16,16,17,17,15,50,48,23,22,23,24,26,23,72,69,30,49,,3,1,#DIV/0!,#DIV/0!,2,1,2,3,2,
4/19/2020 22:57,4/19/2020 23:08,24.19.214.46,97,680,0,4/26/2020 23:08,R_b3NQIa60mu8M1vH,,,anonymous,SH02L,26,2,4,,3,3,1,2,,5,1,1,1,2,2,,,1,2,1,,1,1,1,2,187,WA,3,American ,1,3,2,,2,3,2,3,2,3,2,6,3,4,3,3,3,1,3,5,6,2,3,3,3,1,5,4,3,2,4,2,4,3.125,12,8,9,0,PM,,90,7,30,AM,,7,3,2,1,0,0,1,2,0,1,None,2,0,1,,1,,,0,1,,,0,1,2,0,15,15,8,12,0,5040,4,1,1,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,2,2,4,3,1,1,1,31,2,1,5,8,8,2,4,2,160,8,40,72,53,100,20,100,0,0,0,45,48,2,57,57,100,67,53,4,0,100,65,3,3,86,16,8,58,6,10,52,4,247,76,216,346,110,168,78,917,975,2,53,0,53,7,99,9,205,4,82,6,92,11,94,21,268,29,7,,3,1,#DIV/0!,#DIV/0!,7,1,2,1,1,
4/14/2020 9:35,4/14/2020 10:35,66.177.202.211,94,3587,0,4/21/2020 10:35,R_1gRAecQIZj0t9FJ,,,anonymous,FL,54,1,2,,1,1,1,1,,6,1,1,1,2,2,,,2,,,,1,1,1,2,187,Florida ,1,Puerto Rican ,2,,1,5,2,5,1,4,1,5,1,11,0,5,1,5,1,5,1,12,0,5,5,1,5,1,5,5,5,1,5,1,5,4,20,8,10,0,PM,,15,5,30,AM,,6,0,0,2,0,0,0,0,0,0,None,0,1,0,,3,1,0,120,3,1,0,120,4,1,,,0,8,6,0,2520,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,2,2,2,2,1,1,1,33,2,1,5,9,8,5,4,4,160,40,45,37,0,1,89,5,0,0,91,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,87,0,18,2,37,0,0,1,-45,23,363,-370,-302,93,0,79,0,80,0,252,0,88,0,90,0,91,0,269,0,,,,0,1,#DIV/0!,#DIV/0!,2,1,0,1,1,
